City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Windspeed,Country,Date
268,linjiang,41.81,126.91,21.92,70,0,3.06,CN,1580007364
269,chamonix-mont-blanc,45.92,6.87,36.0,76,90,1.12,FR,1580007542
270,pacifica,37.61,-122.49,61.0,93,90,4.7,US,1580007542
271,grande prairie,55.17,-118.8,10.4,92,75,5.82,CA,1580007371
272,malanje,-9.54,16.34,66.0,99,100,4.16,AO,1580007542
273,srednekolymsk,67.45,153.68,-23.49,92,100,2.33,RU,1580007542
274,saldanha,-33.01,17.94,59.0,93,83,8.05,ZA,1580007525
275,elko,41.0,-115.5,39.2,69,20,2.71,US,1580007329
276,ballina,-28.87,153.57,87.01,65,75,17.22,AU,1580007543
277,byron bay,-28.65,153.62,87.01,74,90,10.29,AU,1580007544
278,ust-ishim,57.69,71.17,10.51,93,100,7.67,RU,1580007544
279,paoua,7.24,16.44,58.89,19,19,2.44,CF,1580007544
280,ponta do sol,32.67,-17.1,57.2,71,20,4.7,PT,1580007336
281,namatanai,-3.67,152.43,85.87,71,67,12.68,PG,1580007545
282,moyale,3.52,39.06,74.25,67,100,4.5,KE,1580007545
283,el astillero,43.4,-3.82,46.99,87,0,6.44,ES,1580007545
284,aviles,43.55,-5.92,48.0,75,0,11.41,ES,1580007545
285,rundu,-17.93,19.77,71.6,43,0,3.36,NA,1580007545
286,broken hill,-31.95,141.43,89.6,19,0,12.75,AU,1580007546
287,tooele,40.53,-112.3,39.0,100,90,7.34,US,1580007493
288,launceston,-41.45,147.17,75.99,40,40,24.16,AU,1580007305
289,grindavik,63.84,-22.43,35.6,72,90,13.87,IS,1580007546
290,cap-aux-meules,47.38,-61.86,24.8,85,75,4.7,CA,1580007422
291,miranda de ebro,42.69,-2.95,46.99,100,75,2.24,ES,1580007547
292,burnie,-41.07,145.92,72.0,53,100,15.01,AU,1580007547
293,tokur,53.13,132.9,-11.31,93,100,3.04,RU,1580007547
294,chihuahua,28.5,-106.0,59.0,28,40,1.45,MX,1580007420
295,camana,-16.62,-72.71,67.42,84,100,2.62,PE,1580007548
296,east islip,40.73,-73.19,46.99,93,90,10.29,US,1580007548
297,mersing,2.43,103.84,81.21,72,83,7.07,MY,1580007548
298,eregli,37.51,34.05,31.87,46,0,2.95,TR,1580007548
299,koslan,63.46,48.9,-6.93,97,95,3.27,RU,1580007548
300,palwal,28.15,77.33,61.0,93,0,3.56,IN,1580007549
301,pisco,-13.7,-76.22,73.4,83,90,17.22,PE,1580007251
302,richards bay,-28.78,32.04,77.38,81,1,26.22,ZA,1580007343
303,nechi,8.09,-74.78,75.16,94,34,4.43,CO,1580007549
304,petropavlovsk-kamchatskiy,53.05,158.65,28.4,68,40,4.47,RU,1580007549
305,scarborough,54.28,-0.4,44.6,100,89,9.17,GB,1580007309
306,porbandar,21.64,69.61,57.2,71,20,2.24,IN,1580007550
307,marzuq,14.4,46.47,60.89,61,7,9.31,YE,1580007551
308,luena,-11.78,19.92,63.81,98,100,3.6,AO,1580007521
309,beloha,-25.17,45.05,67.44,85,0,10.22,MG,1580007552
310,teocaltiche,21.43,-102.58,60.8,51,75,5.82,MX,1580007552
311,souillac,-20.52,57.52,77.0,78,75,11.41,MU,1580007553
312,kampot,10.62,104.18,86.0,58,20,2.86,KH,1580007361
313,fare,-16.7,-151.02,83.05,74,26,10.67,PF,1580007553
314,port antonio,18.18,-76.46,77.0,78,75,10.29,JM,1580007376
315,tolbazy,54.02,55.88,19.4,92,90,2.24,RU,1580007554
316,leshan,29.56,103.76,50.74,56,82,0.85,CN,1580007554
317,mount darwin,-16.77,31.58,62.74,98,60,0.09,ZW,1580007554
318,salinopolis,-0.61,-47.36,82.81,81,100,12.39,BR,1580007554
319,meulaboh,4.14,96.13,81.23,79,100,3.94,ID,1580007554
320,ginir,7.13,40.7,60.08,81,100,0.81,ET,1580007555
321,cherskiy,68.75,161.3,-17.93,96,100,2.71,RU,1580007309
322,korla,41.76,86.15,15.31,46,0,1.63,CN,1580007342
323,alice springs,-23.7,133.88,95.0,10,0,14.99,AU,1580007555
324,kushmurun,52.45,64.63,20.43,93,100,24.49,KZ,1580007555
325,avera,33.19,-82.53,45.0,75,1,8.05,US,1580007265
326,nicoya,10.15,-85.45,78.8,61,0,3.36,CR,1580007556
327,lichinga,-13.31,35.24,64.4,100,75,11.41,MZ,1580007556
328,olinda,-8.01,-34.86,82.4,78,40,8.05,BR,1580007556
329,port-gentil,-0.72,8.78,83.1,79,2,11.14,GA,1580007556
330,hearst,49.68,-83.67,24.75,96,100,6.76,CA,1580007335
331,hranice,49.55,17.73,30.0,92,90,17.22,CZ,1580007557
332,georgetown,5.41,100.34,86.0,66,20,6.93,MY,1580007365
333,melfort,52.87,-104.62,23.0,92,90,11.41,CA,1580007557
334,bubaque,11.28,-15.83,77.86,70,92,7.76,GW,1580007558
335,douentza,15.0,-2.95,71.22,10,94,7.27,ML,1580007558
336,port hardy,50.7,-127.42,46.4,81,90,23.04,CA,1580007558
337,geraldton,-28.77,114.6,82.4,58,15,12.75,AU,1580007381
338,luanda,-8.84,13.23,80.6,78,40,2.24,AO,1580007371
339,mount isa,-20.73,139.5,80.6,88,75,5.82,AU,1580007346
340,mabaruma,8.2,-59.78,70.07,98,100,2.35,GY,1580007559
341,lisburn,54.52,-6.04,46.99,81,100,18.34,GB,1580007559
342,chengde,40.97,117.94,24.62,54,0,2.17,CN,1580007559
343,horta,38.53,-28.63,54.21,74,99,5.59,PT,1580007559
344,norman wells,65.28,-126.83,-13.0,62,20,13.87,CA,1580007359
345,hamilton,39.18,-84.53,34.0,86,90,11.41,US,1580007424
346,touros,-5.2,-35.46,80.6,88,75,4.7,BR,1580007560
347,qostanay,53.17,63.58,21.2,100,90,22.37,KZ,1580007361
348,rosetta,31.4,30.42,50.0,87,40,3.36,EG,1580007561
349,hay river,60.82,-115.8,14.0,85,90,6.93,CA,1580007561
350,alofi,-19.06,-169.92,82.4,83,22,9.17,NU,1580007561
351,erenhot,43.65,111.98,18.23,75,0,7.18,CN,1580007561
352,vostok,46.49,135.88,5.63,77,51,6.69,RU,1580007344
353,umm kaddadah,13.6,26.69,51.08,32,24,13.15,SD,1580007304
354,khor,47.89,134.95,0.55,87,95,13.89,RU,1580007562
355,rorvik,64.86,11.24,41.0,95,100,27.22,NO,1580007562
356,dunedin,-45.87,170.5,68.0,66,0,24.14,NZ,1580007341
357,bakchar,57.02,82.07,6.55,92,100,10.25,RU,1580007562
358,clarence town,-32.58,151.78,102.0,37,40,11.41,AU,1580007562
359,katsuura,35.13,140.3,42.01,86,75,3.36,JP,1580007563
360,san patricio,19.22,-104.7,77.0,78,5,5.82,MX,1580007357
361,houston,29.76,-95.36,64.0,77,90,8.05,US,1580007563
362,klyavlino,54.26,52.03,11.77,100,96,0.96,RU,1580007563
363,dukat,62.55,155.55,-20.34,98,100,7.0,RU,1580007564
364,andenes,69.31,16.12,24.8,58,44,23.04,NO,1580007564
365,rajgarh,28.63,75.38,59.05,50,0,1.23,IN,1580007564
366,nemuro,43.32,145.57,19.4,48,20,12.75,JP,1580007564
367,liepaja,56.54,21.04,41.0,100,18,14.99,LV,1580007565
368,mafinga,-7.25,35.07,66.83,98,100,0.85,TZ,1580007565
369,gornozavodsk,58.38,58.32,10.83,96,100,1.97,RU,1580007565
370,hualmay,-11.1,-77.61,74.28,71,100,5.99,PE,1580007320
371,hit,33.64,42.83,44.6,67,0,10.63,IQ,1580007422
372,kalmunai,7.42,81.82,80.01,70,88,14.27,LK,1580007566
373,cherdyn,60.4,56.48,6.93,96,100,2.77,RU,1580007566
374,dzaoudzi,-12.79,45.27,77.0,94,100,4.7,YT,1580007566
375,mogadishu,2.04,45.34,81.23,82,100,23.13,SO,1580007566
376,severobaykalsk,55.65,109.32,18.82,90,100,2.62,RU,1580007566
377,am timan,11.03,20.28,56.32,21,36,6.35,TD,1580007567
378,concordia,-31.39,-58.02,77.0,84,0,5.01,AR,1580007567
379,redcar,54.62,-1.06,45.0,100,75,9.17,GB,1580007567
380,altamont,42.21,-121.74,42.01,91,100,8.16,US,1580007567
381,praia da vitoria,38.73,-27.07,53.6,87,20,3.94,PT,1580007567
382,kismayo,-0.36,42.55,80.13,88,67,9.98,SO,1580007568
383,cantagallo,7.38,-73.92,75.16,89,55,2.98,CO,1580007568
384,khani,41.96,42.96,28.4,92,0,3.36,GE,1580007568
385,kloulklubed,7.04,134.26,84.2,79,75,14.99,PW,1580007568
386,gorontalo,0.54,123.06,90.16,57,2,3.44,ID,1580007568
387,barao de melgaco,-16.19,-55.97,82.4,69,40,8.05,BR,1580007569
388,riviere-au-renard,49.0,-64.4,12.2,92,75,3.36,CA,1580007569
389,honiara,-9.43,159.95,89.6,66,20,6.93,SB,1580007308
390,laguna,38.42,-121.42,57.99,86,90,6.93,US,1580007374
391,marsa matruh,31.35,27.25,44.6,81,0,6.06,EG,1580007569
392,mount gambier,-37.83,140.77,68.0,64,90,14.99,AU,1580007331
393,awjilah,29.11,21.29,50.99,46,43,9.4,LY,1580007570
394,necochea,-38.55,-58.74,60.01,73,0,6.33,AR,1580007570
395,abu samrah,35.3,37.18,37.33,62,0,7.83,SY,1580007571
396,mariental,-24.63,17.97,71.6,19,0,5.79,NA,1580007571
397,nizhniy kuranakh,58.84,125.49,-2.27,96,88,1.25,RU,1580007571
398,woodward,36.43,-99.39,41.0,76,1,5.82,US,1580007572
399,huilong,31.81,121.66,53.01,99,100,1.99,CN,1580007573
400,te anau,-45.42,167.72,63.37,79,100,7.38,NZ,1580007574
401,rosehearty,57.7,-2.11,44.01,87,90,10.29,GB,1580007574
402,chapais,49.78,-74.85,24.8,79,90,10.29,CA,1580007362
403,moerai,-22.43,-151.33,81.54,75,96,9.31,PF,1580007574
404,boueni,-12.9,45.08,77.0,94,100,4.7,YT,1580007574
405,gotsu,35.0,132.22,53.6,62,75,4.7,JP,1580007575
406,saint-augustin,51.23,-58.65,14.79,79,40,10.8,CA,1580007575
407,parkes,-33.13,148.18,98.01,36,50,1.01,AU,1580007427
408,katangli,51.71,143.23,-1.48,84,0,11.36,RU,1580007575
409,emmett,43.87,-116.5,44.6,100,90,3.74,US,1580007418
410,beira,-19.84,34.84,73.4,94,54,4.7,MZ,1580007293
411,leh,34.17,77.58,-4.67,89,100,4.21,IN,1580007576
412,rocha,-34.48,-54.33,60.19,78,0,4.52,UY,1580007297
413,fortuna,40.6,-124.16,59.0,87,90,10.29,US,1580007577
414,chokwe,-24.53,32.98,72.91,77,27,4.29,MZ,1580007577
415,hirara,24.8,125.28,78.8,78,75,17.22,JP,1580007577
416,avon,41.45,-82.04,34.0,86,90,13.87,US,1580007577
417,north bend,43.41,-124.22,55.0,100,90,3.29,US,1580007577
418,revelstoke,50.98,-118.2,33.8,100,90,2.3,CA,1580007578
419,adamovka,51.52,59.94,24.17,94,100,21.68,RU,1580007578
420,ngunut,-8.11,112.02,82.94,74,64,6.78,ID,1580007578
421,healdsburg,38.61,-122.87,59.0,100,90,2.68,US,1580007578
422,okhotsk,59.38,143.3,-11.83,72,100,15.93,RU,1580007578
423,cornwall,45.02,-74.73,33.8,98,90,4.7,CA,1580007579
424,mangai,-4.05,19.53,71.01,80,99,1.61,CD,1580007579
425,schrobenhausen,48.55,11.27,35.01,90,75,2.24,DE,1580007579
426,muisne,0.6,-80.03,77.32,88,100,7.78,EC,1580007579
427,coquimbo,-29.95,-71.34,62.6,93,0,5.82,CL,1580007579
428,carndonagh,55.25,-7.27,46.04,90,100,18.14,IE,1580007580
429,ciudad dario,12.73,-86.12,78.8,61,20,6.93,NI,1580007580
430,tabou,4.42,-7.35,76.82,96,26,0.87,CI,1580007564
431,lapeer,43.05,-83.32,34.0,97,90,3.36,US,1580007580
432,kawalu,-7.38,108.21,81.43,68,79,4.29,ID,1580007580
433,mwinilunga,-11.74,24.43,63.66,97,100,0.54,ZM,1580007581
434,roebourne,-20.78,117.13,102.56,18,0,1.3,AU,1580007581
435,deputatskiy,69.3,139.9,-40.94,100,62,0.72,RU,1580007344
436,tucuman,-26.82,-65.22,82.4,69,67,6.93,AR,1580007581
437,ambovombe,-25.17,46.08,65.16,90,0,4.32,MG,1580007582
438,iqaluit,63.75,-68.51,-29.0,66,5,10.29,CA,1580007582
439,mnogovershinnyy,53.94,139.92,-9.89,83,4,9.98,RU,1580007578
440,tezu,27.92,96.17,59.7,41,0,2.26,IN,1580007582
441,nhulunbuy,-12.23,136.77,87.8,70,75,12.75,AU,1580007583
442,jais,26.25,81.53,54.14,63,0,4.99,IN,1580007583
443,ocamonte,6.34,-73.12,61.05,96,100,0.45,CO,1580007583
444,vila velha,-20.33,-40.29,71.6,94,75,2.24,BR,1580007338
445,okato,-39.2,173.88,77.0,77,13,8.99,NZ,1580007584
446,juneau,58.3,-134.42,32.0,96,90,6.93,US,1580007304
447,mendoza,-32.89,-68.83,87.8,33,20,3.36,AR,1580007584
448,trairi,-3.28,-39.27,75.9,94,100,2.84,BR,1580007584
449,oistins,13.07,-59.53,77.0,83,75,1.12,BB,1580007584
450,saint-joseph,-21.37,55.62,73.4,83,90,9.17,RE,1580007585
451,margate,51.38,1.39,46.0,100,90,10.29,GB,1580007585
452,sakakah,29.97,40.21,44.6,70,75,5.39,SA,1580007427
453,havelock,34.88,-76.9,50.0,71,1,5.82,US,1580007392
454,theunissen,-28.41,26.7,62.51,77,0,7.23,ZA,1580007585
455,ajdabiya,30.76,20.23,58.53,56,51,18.23,LY,1580007586
456,boende,-0.22,20.87,70.16,41,41,2.75,CD,1580007586
457,nuuk,64.18,-51.72,14.0,72,100,6.93,GL,1580007296
458,peleduy,59.63,112.74,22.46,79,100,15.17,RU,1580007586
459,nioro,13.35,-15.75,72.72,12,67,4.68,GM,1580007587
460,northam,51.03,-4.22,46.0,93,31,7.0,GB,1580007587
461,nuevitas,21.55,-77.26,68.0,94,42,8.05,CU,1580007587
462,salima,-13.78,34.46,71.8,85,100,7.83,MW,1580007587
463,lalin,42.72,-8.12,44.01,100,75,4.7,ES,1580007587
464,tondon,10.37,-13.35,64.27,84,42,2.35,GN,1580007588
465,anadyr,64.75,177.48,15.8,78,90,13.42,RU,1580007588
466,soyaniquilpan,19.98,-99.5,52.92,55,77,6.06,MX,1580007588
467,ewa beach,21.32,-158.01,82.4,65,20,9.17,US,1580007589
468,navahrudak,53.6,25.83,33.44,94,42,9.44,BY,1580007589
469,capanema,-1.2,-47.18,75.96,97,100,2.77,BR,1580007589
470,el campo,29.2,-96.27,64.4,77,90,9.17,US,1580007589
471,axim,4.87,-2.24,74.59,92,53,1.61,GH,1580007590
472,longyan,25.11,117.02,52.0,99,100,5.68,CN,1580007590
473,chunskiy,56.08,99.63,24.78,90,100,2.53,RU,1580007591
474,taltal,-25.4,-70.48,67.77,83,0,1.72,CL,1580007592
475,biltine,14.53,20.92,59.16,19,0,16.87,TD,1580007593
476,aguimes,27.91,-15.45,60.8,59,40,6.93,ES,1580007572
477,yar-sale,66.83,70.83,-8.99,100,83,3.53,RU,1580007593
478,logan,41.74,-111.83,37.99,87,90,5.86,US,1580007593
479,saquarema,-22.92,-42.51,75.2,73,0,2.24,BR,1580007594
480,hammerfest,70.66,23.68,19.4,67,40,24.16,NO,1580007594
481,esmeraldas,-19.76,-44.31,69.8,100,90,3.36,BR,1580007594
482,la palma,33.85,-118.05,64.4,82,75,5.82,US,1580007594
483,atasu,48.68,71.64,6.87,94,100,15.97,KZ,1580007594
484,peace river,56.25,-117.29,19.4,92,20,5.82,CA,1580007595
485,saint-pierre,-21.34,55.48,73.4,83,90,9.17,RE,1580007595
486,batagay,67.63,134.63,-40.83,92,0,1.97,RU,1580007595
487,saurimo,-9.66,20.39,66.31,94,100,6.29,AO,1580007595
488,kapit,2.02,112.93,83.7,71,90,3.13,MY,1580007595
489,guerrero negro,27.98,-114.06,62.11,78,0,9.37,MX,1580007413
490,kolpashevo,58.31,82.91,9.19,93,100,9.64,RU,1580007596
491,bushehr,28.97,50.84,53.6,62,40,11.41,IR,1580007597
492,reinosa,43.0,-4.14,46.99,87,0,2.82,ES,1580007597
493,general roca,-39.03,-67.58,80.6,32,73,13.87,AR,1580007383
494,karachi,24.91,67.08,57.2,93,0,4.27,PK,1580007441
495,kiama,-34.68,150.87,98.01,44,40,11.41,AU,1580007597
496,bozhou,33.88,115.77,39.52,59,100,11.99,CN,1580007598
497,berdigestyakh,62.1,126.7,-26.68,96,33,5.86,RU,1580007598
498,roald,62.58,6.13,46.4,81,100,18.34,NO,1580007598
499,beaverlodge,55.22,-119.44,10.4,92,75,5.82,CA,1580007598
500,belgrade,44.8,20.47,37.4,83,60,1.12,RS,1580007371
501,bilibino,68.05,166.44,-3.91,89,100,5.28,RU,1580007303
502,ilhabela,-23.78,-45.36,74.57,76,0,8.1,BR,1580007599
503,svetlaya,46.54,138.33,15.42,52,100,6.93,RU,1580007599
504,tsiroanomandidy,-18.77,46.03,68.05,85,97,3.89,MG,1580007600
505,namibe,-15.2,12.15,74.68,74,69,12.53,AO,1580007600
506,ovalle,-30.6,-71.2,64.33,70,36,0.25,CL,1580007554
507,san javier,37.81,-0.84,50.0,100,20,6.93,ES,1580007600
508,bandar-e anzali,37.47,49.46,42.1,66,0,6.02,IR,1580007601
509,rudnya,54.95,31.09,27.99,86,0,8.57,RU,1580007601
510,chicama,-7.84,-79.15,73.4,94,75,6.93,PE,1580007601
511,le vauclin,14.55,-60.84,77.0,88,50,2.24,MQ,1580007602
512,portobelo,9.55,-79.65,77.0,69,20,9.17,PA,1580007602
513,gazojak,41.19,61.4,28.99,69,2,9.57,TM,1580007603
514,sechura,-5.56,-80.82,74.41,86,100,9.78,PE,1580007603
515,surgut,61.25,73.42,3.2,84,20,6.71,RU,1580007603
516,taiobeiras,-15.81,-42.23,66.67,94,100,4.9,BR,1580007603
517,grand gaube,-20.01,57.66,77.0,78,75,11.41,MU,1580007310
518,moville,42.49,-96.07,27.0,100,90,5.82,US,1580007604
519,krynychky,48.38,34.47,32.0,87,75,11.18,UA,1580007604
520,buraydah,26.33,43.98,37.4,100,0,6.93,SA,1580007604
521,weinan,34.5,109.51,41.0,86,90,13.42,CN,1580007372
522,basco,20.45,121.97,79.38,79,85,18.59,PH,1580007380
523,angoram,-4.06,144.07,85.33,84,83,2.59,PG,1580007605
524,yendi,9.44,-0.01,69.13,9,0,5.66,GH,1580007605
525,najran,17.49,44.13,53.6,54,0,1.79,SA,1580007606
526,strezhevoy,60.73,77.59,-0.4,84,75,6.71,RU,1580007606
527,kalakamati,-20.59,27.31,67.91,61,6,10.56,BW,1580007606
528,prainha,-1.8,-53.48,74.55,97,99,1.88,BR,1580007606
529,rantepao,-2.97,119.9,83.14,62,73,2.91,ID,1580007607
530,san policarpo,12.18,125.51,81.01,84,2,9.1,PH,1580007607
531,kirakira,-10.45,161.92,84.58,77,3,7.16,SB,1580007607
532,pirgos,35.12,25.72,51.01,87,95,5.55,GR,1580007607
533,orocue,4.79,-71.34,81.5,46,16,6.17,CO,1580007607
534,quelimane,-17.88,36.89,71.78,91,99,4.45,MZ,1580007607
535,solnechnyy,50.72,136.63,-3.3,91,0,4.47,RU,1580007608
536,makokou,0.57,12.86,70.27,52,100,0.63,GA,1580007608
537,moyobamba,-6.05,-76.97,65.53,97,92,1.66,PE,1580007608
538,jackson,42.42,-122.83,50.0,93,90,3.09,US,1580007609
